inner_id,id,text,label,original movie dialogue,movie name,agreement,annotator_1,manipulative_1,technique_1,victim_1,vulnerability_1,marks_1,confidence_1,annotator_2,manipulative_2,technique_2,victim_2,vulnerability_2,marks_2,confidence_2,annotator_3,manipulative_3,technique_3,victim_3,vulnerability_3,marks_3,confidence_3,dialogue_id,category
3580,85516248,"Person1: I didn't get selected for the team again. I've been practicing so hard.
Person2: I saw how hard you worked, Kyle. Their decision doesn't reflect your effort.
Person1: Maybe I'm just not cut out for it. Nobody wants me anyway.
Person2: That's not true. Remember, rejection doesn't define your worth. It's just a part of the journey.
Person1: Thanks, Anna. It just feels like I'm always the one left behind.
Person2: You have your unique strengths. We'll find where they shine brightest.",0,,,100.0,AN2,0,,0,,,5,AN5,0,,0,,,5,AN15,0,,0,,,5,26,non_manipulative
3276,85514880,"Person1: I once promised you a fast ticket, Jordan, and I always meant to make good on that.  Come work for me.  I can always use a hard-charger on my team.
Person2: You promise Wickwire a fast ticket, too?
Person1: I've had no direct communication with him since this whole thing began.  And that's quite verifiable.
Person2: I'm sure it is.
Person1: You'll think about my offer?
Person2: You know, I wonder what the SecNav would think about it.  If I spoke with him.
Person1: Well, I spoke with Mr. Hayes this morning myself -- and told him the deal was off.  No more test cases. He was only too happy to oblige.  Don't play politics with me, little darlin'.  You'd be up way past your bedtime.",0,"DEHAVEN(f):I once promised you a fast ticket, Jordan, and I always meant to make good on that.  Come work for me.  I can always use a hard-charger on my team. 
JORDAN(f):You promise Wickwire a fast ticket, too? 
DEHAVEN(f):I've had no direct communication with him since this whole thing began.  And that's quite verifiable. 
JORDAN(f):I'm sure it is. 
DEHAVEN(f):You'll think about my offer? 
JORDAN(f):You know, I wonder what the SecNav would think about it.  If I spoke with him. 
DEHAVEN(f):Well, I spoke with Mr. Hayes this morning myself -- and told him the deal was off.  No more test cases. He was only too happy to oblige.  Don't play politics with me, little darlin'.  You'd be up way past your bedtime.",g.i. jane,100.0,AN1,0,,0,,,4,AN11,0,,0,,,4,AN7,0,,0,,,3,27,non_manipulative
1073,85515940,"Person1: It doesn't look much like the fish spears I knew back in Marblehead..
Person2: Our friend, Poseidon, didn't use it for fishing. He raked the sea with it and stirred up the big waves.
Person1: I'll go up and take a look at the General - perhaps sit with him.
Person2: He won't even know you're there. He is delirious.
Person1: All the more reason to watch him. He's had some wild notions lately.
Person2: Don't bother. Go to bed and get some sleep. I'll be working late.  I can hear any movement down here.
Person1: Well
Person2: Go ahead. I'll wake you up when I go to bed. Then you can watch him.
Person1: Thank you, I'll do that. Good night.",0,"OLIVER(m):It doesn't look much like the fish spears I knew back in Marblehead.. 
ALBRECHT(?):Our friend, Poseidon, didn't use it for fishing. He raked the sea with it and stirred up the big waves. 
OLIVER(m):I'll go up and take a look at the General - perhaps sit with him. 
ALBRECHT(?):He won't even know you're there. He is delirious. 
OLIVER(m):All the more reason to watch him. He's had some wild notions lately. 
ALBRECHT(?):Don't bother. Go to bed and get some sleep. I'll be working late.  I can hear any movement down here. 
OLIVER(m):Well 
ALBRECHT(?):Go ahead. I'll wake you up when I go to bed. Then you can watch him. 
OLIVER(m):Thank you, I'll do that. Good night.",isle of the dead,100.0,AN12,0,,0,,,5,AN1,0,,0,,,5,AN6,0,,0,,,3,28,non_manipulative
151,85515465,"Person1: We can at least fight -- we might be able to kill a few--
Person2: Will -- it'll go worse for us -- for Elizabeth, especially -- if we fight.",0,"WILL(M):We can at least fight -- we might be able to kill a few-- 
GIBBS(?):Will -- it'll go worse for us -- for Elizabeth, especially -- if we fight.",pirates of the caribbean,100.0,AN14,0,,0,,,3,AN12,0,,0,,,5,AN1,0,,0,,,5,29,non_manipulative
1837,85515398,"Person1: Poster-Kleiser.
Person2: Oh yeah?
Person1: That's right.
Person2: I'll call you.
Person1: Fine.
Person2: See you later.
Person1: Anyway, you're crazy.",0,"JACKIE(f):Poster-Kleiser. 
LEONARD(?):Oh yeah? 
JACKIE(f):That's right. 
LEONARD(?):I'll call you. 
JACKIE(f):Fine. 
LEONARD(?):See you later. 
JACKIE(f):Anyway, you're crazy.",shampoo,100.0,AN14,0,,0,,,4,AN1,0,,0,,,4,AN12,0,,0,,,5,30,non_manipulative
1297,85518809,"Person1: I haven't been the father to you that --
Person2: That you've been to Susan?
Person1: I wasn't going to say --
Person2: But that's what you were thinking. And that's okay.  Because I know you love me.  Not like it is with Susan, the way your eyes light up when she comes in the room and the way she always gets a laugh out of you, as opposed to me when I walk in a room and that look comes over your face, ""What does she want now?""",0,"PARRISH(m):I haven't been the father to you that -- 
ALLISON(f):That you've been to Susan? 
PARRISH(m):I wasn't going to say -- 
ALLISON(f):But that's what you were thinking. And that's okay.  Because I know you love me.  Not like it is with Susan, the way your eyes light up when she comes in the room and the way she always gets a laugh out of you, as opposed to me when I walk in a room and that look comes over your face, ""What does she want now?""",meet joe black,100.0,AN1,0,,0,,,4,AN9,0,,0,,,4,AN7,0,,0,,,3,31,non_manipulative
2501,85519044,"Person1: Vicki?... This is Batman. I thought I'd call and see how you're doing.
Person2: ... I know it's you, Bruce. I'm not going to talk to you unless we can discuss it...
Person1: Who's this 'Bruce'? Are you trying to make me jealous?
Person2: I'm serious, Bruce. We have to -- !",0,"BRUCE(m):Vicki?... This is Batman. I thought I'd call and see how you're doing. 
VICKI(f):... I know it's you, Bruce. I'm not going to talk to you unless we can discuss it... 
BRUCE(m):Who's this 'Bruce'? Are you trying to make me jealous? 
VICKI(f):I'm serious, Bruce. We have to -- !",batman,100.0,AN1,0,,0,,,4,AN9,0,,0,,,4,AN7,0,,0,,,4,32,non_manipulative
923,85518782,"Person1: I know we banned this play, but frankly I can't remember why. Can you refresh my memory, Herr Director?
Person2: For the same reason, Herr Chamberlain, that it was banned in France.
Person1: Oh yes, yes. And that was?
Person2: Well, the play makes a hero out of a valet. He outwits his noble master and exposes him as a lecher. Do you see the implications? This would be, in a grander situation, as if a Chamberlain were to expose an Emperor.
Person1: Ah.",0,"VON STRACK(?):I know we banned this play, but frankly I can't remember why. Can you refresh my memory, Herr Director? 
ORSINI-ROSENBERG(?):For the same reason, Herr Chamberlain, that it was banned in France. 
VON STRACK(?):Oh yes, yes. And that was? 
ORSINI-ROSENBERG(?):Well, the play makes a hero out of a valet. He outwits his noble master and exposes him as a lecher. Do you see the implications? This would be, in a grander situation, as if a Chamberlain were to expose an Emperor. 
VON STRACK(?):Ah.",amadeus,100.0,AN7,0,,0,,,2,AN9,0,,0,,,3,AN1,0,,0,,,4,33,non_manipulative
564,85514636,"Person1: We'll start with your most recent memories and go backwards -- There is an emotional core to each of our memories -- As we eradicate this core, it starts its degradation process -- By the time you wake up in the morning, all memories we've targeted will have withered and disappeared. Like a dream upon waking.
Person2: Is there any sort of risk of brain damage?
Person1: Well, technically, the procedure itself is brain damage, but on a par with a night of heavy drinking. Nothing you'll miss.",0,"MIERZWIAK(m):We'll start with your most recent memories and go backwards -- There is an emotional core to each of our memories -- As we eradicate this core, it starts its degradation process -- By the time you wake up in the morning, all memories we've targeted will have withered and disappeared. Like a dream upon waking. 
JOEL(m):Is there any sort of risk of brain damage? 
MIERZWIAK(m):Well, technically, the procedure itself is brain damage, but on a par with a night of heavy drinking. Nothing you'll miss.",eternal sunshine of the spotless mind,100.0,AN10,0,,0,,,5,AN4,0,,0,,,3,AN1,0,,0,,,5,34,non_manipulative
567,85515853,"Person1: It's only a physical problem. He has trouble with certain sounds because of the constrictive deformity of the mouth. But he can talk, and has a great eagerness to make contact with people who will let him. So if you have any difficulty understanding what he is saying, just tell me and I'll make it clear.
Person2: Speaking is one thing, Treves, but can the man comprehend?",0,"TREVES(m):It's only a physical problem. He has trouble with certain sounds because of the constrictive deformity of the mouth. But he can talk, and has a great eagerness to make contact with people who will let him. So if you have any difficulty understanding what he is saying, just tell me and I'll make it clear. 
CARR(m):Speaking is one thing, Treves, but can the man comprehend?",the elephant man,100.0,AN12,0,,0,,,5,AN7,0,,0,,,4,AN1,0,,0,,,4,35,non_manipulative
1135,85519049,"Person1: Now, don't get alarmed.  These are just more sophisticated audiometry tests than I can run here.  I mean, it's, it's nothing.
Person2: Well, if it's nothing, then why do I have to go into the hospital at all?  I mean, uh, I hear perfectly fine, so I'm, so I'm a little weak on the, on the high decibels.  So I, you know, I won't go to the opera.
Person1: You know, there's no reason for panic.  I just want to rule out some things.
Person2: Like what?
Person1: It's nothing.  Will you trust me?",0,"DR. ABEL(m):Now, don't get alarmed.  These are just more sophisticated audiometry tests than I can run here.  I mean, it's, it's nothing. 
MICKEY(m):Well, if it's nothing, then why do I have to go into the hospital at all?  I mean, uh, I hear perfectly fine, so I'm, so I'm a little weak on the, on the high decibels.  So I, you know, I won't go to the opera. 
DR. ABEL(m):You know, there's no reason for panic.  I just want to rule out some things. 
MICKEY(m):Like what? 
DR. ABEL(m):It's nothing.  Will you trust me?",hannah and her sisters,100.0,AN7,0,,0,,,4,AN1,0,,0,,,4,AN9,0,,0,,,2,36,non_manipulative
1550,85519047,"Person1: Every day that goes by, I'm losing money. Every worker that is shot, costs me money - I have to get somebody else, I have to train them -
Person2: We're going to be making so much money, none of this is going to matter -
Person1: It's bad business.
Person2: Some of the boys went crazy, what're you going to do?  You're right, it's bad business, but it's over with, it's done.  Occasionally, sure, okay, you got to make an example.  But that's good business.",0,"SCHINDLER(m):Every day that goes by, I'm losing money. Every worker that is shot, costs me money - I have to get somebody else, I have to train them - 
GOETH(m):We're going to be making so much money, none of this is going to matter - 
SCHINDLER(m):It's bad business. 
GOETH(m):Some of the boys went crazy, what're you going to do?  You're right, it's bad business, but it's over with, it's done.  Occasionally, sure, okay, you got to make an example.  But that's good business.",schindler's list,100.0,AN7,0,,0,,,4,AN9,0,,0,,,3,AN1,0,,0,,,5,37,non_manipulative
1585,85519216,"Person1: We must prepare for the coming of Gozer.
Person2: Okay, I'll help you.  Should we make some dip or something?
Person1: He is the Destructor.
Person2: Really?  Can't wait to meet him.  As long as we're waiting for him, I'd really like to try something with you -- in the bedroom.",0,"DANA(F):We must prepare for the coming of Gozer. 
VENKMAN(M):Okay, I'll help you.  Should we make some dip or something? 
DANA(F):He is the Destructor. 
VENKMAN(M):Really?  Can't wait to meet him.  As long as we're waiting for him, I'd really like to try something with you -- in the bedroom.",ghostbusters,100.0,AN6,0,,0,,,3,AN17,0,,0,,,5,AN1,0,,0,,,4,38,non_manipulative
1522,85518944,"Person1: Where do I put ashore?
Person2: Cahuenga Pass. Make your way up through the mountains toward the Hollywood Bowl. You should be able to pick up Utopia's tracer there.  Once you go inside, you're on your own.  You know what you have to do with the girl, don't you?  We have to spare this nation her trial - for treason.
Person1: So you want me to take her out?  Is that an order from the President?
Person2: Let's just say it's what's best for the country.
Person1: By the way - who gives me the anti-toxin?
Person2: A medical team will be standing by.
Person1: Not you?
Person2: No.
Person1: Good.",0,"PLISSKEN(m):Where do I put ashore? 
MALLOY(m):Cahuenga Pass. Make your way up through the mountains toward the Hollywood Bowl. You should be able to pick up Utopia's tracer there.  Once you go inside, you're on your own.  You know what you have to do with the girl, don't you?  We have to spare this nation her trial - for treason. 
PLISSKEN(m):So you want me to take her out?  Is that an order from the President? 
MALLOY(m):Let's just say it's what's best for the country. 
PLISSKEN(m):By the way - who gives me the anti-toxin? 
MALLOY(m):A medical team will be standing by. 
PLISSKEN(m):Not you? 
MALLOY(m):No. 
PLISSKEN(m):Good.",escape from l.a.,100.0,AN9,0,,0,,,5,AN1,0,,0,,,4,AN7,0,,0,,,3,39,non_manipulative
2058,85517105,"Person1: I remember us having made some kind of deal, Randall. I don't remember this deal having some kind of time-limit. I look at you - here - in my town - and I'm confused...
Person2: A little family emergency --
Person1: I hope it's not your dear sweet mother...
Person2: No...
Person1: Or your baby brother. What was his name?
Person2: Kip.
Person1: Yes, Kip. Short for Kipling. Named for the English writer of stories about India ... He bites into his pear ... Memphis says nothing, waits ...",0,"DETECTIVE CASTLEBECK(?):I remember us having made some kind of deal, Randall. I don't remember this deal having some kind of time-limit. I look at you - here - in my town - and I'm confused... 
MEMPHIS(m):A little family emergency -- 
DETECTIVE CASTLEBECK(?):I hope it's not your dear sweet mother... 
MEMPHIS(m):No... 
DETECTIVE CASTLEBECK(?):Or your baby brother. What was his name? 
MEMPHIS(m):Kip. 
DETECTIVE CASTLEBECK(?):Yes, Kip. Short for Kipling. Named for the English writer of stories about India ... He bites into his pear ... Memphis says nothing, waits ...",gone in sixty seconds,100.0,AN1,0,,0,,,3,AN11,0,,0,,,4,AN13,0,,0,,,3,40,non_manipulative
1306,85519067,"Person1: And lots of orange juice--oceans of orange juice.
Person2: Mrs. Wheeler is dead.
Person1: All right--bring me a side order of Mrs. Wheeler.  Oh, hell--sit down, Colonel. Penelope will bring you some chow.
Person2: That is the most heartless statement I ever heard pass between human lips.
Person1: Which one?
Person2: ""Bring me a side order of Mrs. Wheeler.""
Person1: She's up in Heaven now.  She didn't hear.  She is experiencing nothing but pure happiness.  There's nothing nicer than that.  Chow!  Harold Ryan wants chow!
Person2: What a honeymoon.
Person1: Honeymoon temporarily canceled.  The boy should still go out and exercise.  I have the impression he never gets any exercise.  He simply bloats himself with Fig Newtons and bakes his brains over steam radiators.
Person2: You're wrong.
Person1: Then let me see him go out and get some exercise.  Right now!",0,"HAROLD(m):And lots of orange juice--oceans of orange juice. 
PENELOPE(f):Mrs. Wheeler is dead. 
HAROLD(m):All right--bring me a side order of Mrs. Wheeler.  Oh, hell--sit down, Colonel. Penelope will bring you some chow. 
PENELOPE(f):That is the most heartless statement I ever heard pass between human lips. 
HAROLD(m):Which one? 
PENELOPE(f):""Bring me a side order of Mrs. Wheeler."" 
HAROLD(m):She's up in Heaven now.  She didn't hear.  She is experiencing nothing but pure happiness.  There's nothing nicer than that.  Chow!  Harold Ryan wants chow! 
PENELOPE(f):What a honeymoon. 
HAROLD(m):Honeymoon temporarily canceled.  The boy should still go out and exercise.  I have the impression he never gets any exercise.  He simply bloats himself with Fig Newtons and bakes his brains over steam radiators. 
PENELOPE(f):You're wrong. 
HAROLD(m):Then let me see him go out and get some exercise.  Right now!","happy birthday, wanda june",100.0,AN7,0,,0,,,3,AN9,0,,0,,,3,AN16,0,,0,,,2,41,non_manipulative
2845,85514649,"Person1: Don't WORRY!!!?   You've GOT it!!? Are you CRAZY?
Person2: Roger, I've got it.",0,"FUNGUS(?):Don't WORRY!!!?   You've GOT it!!? Are you CRAZY? 
MAVERICK(m):Roger, I've got it.",top gun,100.0,AN4,0,,0,,,5,AN11,0,,0,,,4,AN1,0,,0,,,3,42,non_manipulative
3979,85518910,"Person1: I know why most of you are here. We're not stupid. But before you get to sell what we teach you over at United Airlines, you gotta give the Navy six years of your life, Sweet Pea. Lot of things can happen in six year. Another war could come up in six years. If you're too peaceful a person to dump napalm on an enemy village where there might be women and children, I'm gonna find that out. Understand?
Person2: Yes, sir!",0,"FOLEY(m):I know why most of you are here. We're not stupid. But before you get to sell what we teach you over at United Airlines, you gotta give the Navy six years of your life, Sweet Pea. Lot of things can happen in six year. Another war could come up in six years. If you're too peaceful a person to dump napalm on an enemy village where there might be women and children, I'm gonna find that out. Understand? 
GROUP(?):Yes, sir!",an officer and a gentleman,100.0,AN9,0,,0,,,4,AN1,0,,0,,,5,AN7,0,,0,,,5,43,non_manipulative
446,85515725,"Person1: Do you know how many times I've boarded an airplane praying someone like her would sit down beside me? Particularly while I'm on my way to Pittsburgh.
Person2: Lay off Pittsburgh. It's one of the great cities.
Person1: If it can produce a Miss Sloviak you'll get no argument from me.
Person2: She's a transvestite.
Person1: You're stoned.
Person2: She's still a transvestite.
Person1: Mm.
Person2: Isn't she?",0,"CRABTREE(m):Do you know how many times I've boarded an airplane praying someone like her would sit down beside me? Particularly while I'm on my way to Pittsburgh. 
GRADY(m):Lay off Pittsburgh. It's one of the great cities. 
CRABTREE(m):If it can produce a Miss Sloviak you'll get no argument from me. 
GRADY(m):She's a transvestite. 
CRABTREE(m):You're stoned. 
GRADY(m):She's still a transvestite. 
CRABTREE(m):Mm. 
GRADY(m):Isn't she?",wonder boys,100.0,AN14,0,,0,,,3,AN1,0,,0,,,4,AN12,0,,0,,,4,44,non_manipulative
1277,85518464,"Person1: Hoity-toity!  John Best, what's the matter here?
Person2: I'll tell you what it is, Mr. Dugan. I have had enough of Miss Dugan here and your Irish ways.  I ain't used to 'em, sir.
Person1: Well, well!  What is it?  We'll make you used to our ways, or adopt English ones.
Person2: It's not the English way, for ladies to have two lovers, and, so, Mr. Dugan, I'll thank you to pay me the sum you owe me, and I resign all claims to this young lady.  If she has a fancy for school-boys, let her take 'em, sir.
Person1: Pooh!  Pooh!  Best, you are joking.
Person2: I never was more in earnest.",0,"MICHAEL(?):Hoity-toity!  John Best, what's the matter here? 
CAPTAIN BEST(?):I'll tell you what it is, Mr. Dugan. I have had enough of Miss Dugan here and your Irish ways.  I ain't used to 'em, sir. 
MICHAEL(?):Well, well!  What is it?  We'll make you used to our ways, or adopt English ones. 
CAPTAIN BEST(?):It's not the English way, for ladies to have two lovers, and, so, Mr. Dugan, I'll thank you to pay me the sum you owe me, and I resign all claims to this young lady.  If she has a fancy for school-boys, let her take 'em, sir. 
MICHAEL(?):Pooh!  Pooh!  Best, you are joking. 
CAPTAIN BEST(?):I never was more in earnest.",barry lyndon,100.0,AN7,0,,0,,,4,AN14,0,,0,,,4,AN1,0,,0,,,4,45,non_manipulative
1944,85517498,"Person1: What about you, Karl? Do you want to stay here?
Person2: I don't reckon you have to go with women to be a daddy to a boy.  You've been real square dealin' with me. The Bible says two men ort not lay together. But I'll bet you the Good Lord wouldn't send nobody like you to Hades. Some folks calls it Hell, I call it Hades.  That boy lives inside of his own heart. Hits an awful big place. You take care of that boy.",0,"VAUGHAN(m):What about you, Karl? Do you want to stay here? 
KARL(m):I don't reckon you have to go with women to be a daddy to a boy.  You've been real square dealin' with me. The Bible says two men ort not lay together. But I'll bet you the Good Lord wouldn't send nobody like you to Hades. Some folks calls it Hell, I call it Hades.  That boy lives inside of his own heart. Hits an awful big place. You take care of that boy.",sling blade,100.0,AN14,0,,0,,,4,AN13,0,,0,,,3,AN1,0,,0,,,4,46,non_manipulative
844,85518882,"Person1: These new people never identified themselves.  They musta been watching the whole thing 'cause they knew everything Mary and me had been doing that day.  I guess I wasn't too hard to find - wearing that red raincoat.
Person2: How many shots you say you heard?
Person1: Four to six.
Person2: That's impossible.  You heard echoes ...echoes.  We have three bullets and three shots which came from the Book Depository and that's all we're willing to say.
Person1: ...which is strange 'cause this is less than 20 minutes after the assassination.
Person1: No, I saw a guy shooting from over there.  He was behind that fence. What are you going to do about it?
Person2: We have that taken care of.  You only heard three shots and you are not to talk to anyone about this. No one, you hear?
Person1: I was scared.  It was all kinda queer, but it sure felt like two and two was coming up three... and then they took Mary's five snapshots from me, sent them to Washington, and when they returned them weeks later, two of them had the backgrounds mutilated... The only one we saved was in Mary's camera.  I didn't want to go to Washington when the Warren Commission subpoenaed me... so the lawyer come down here and interviewed me at Parkland Hospital.",0,"JEAN HILL(?):These new people never identified themselves.  They musta been watching the whole thing 'cause they knew everything Mary and me had been doing that day.  I guess I wasn't too hard to find - wearing that red raincoat. 
MAN(?):How many shots you say you heard? 
JEAN HILL(?):Four to six. 
MAN(?):That's impossible.  You heard echoes ...echoes.  We have three bullets and three shots which came from the Book Depository and that's all we're willing to say. 
JEAN HILL(?):...which is strange 'cause this is less than 20 minutes after the assassination. 
JEAN HILL(?):No, I saw a guy shooting from over there.  He was behind that fence. What are you going to do about it? 
MAN(?):We have that taken care of.  You only heard three shots and you are not to talk to anyone about this. No one, you hear? 
JEAN HILL(?):I was scared.  It was all kinda queer, but it sure felt like two and two was coming up three... and then they took Mary's five snapshots from me, sent them to Washington, and when they returned them weeks later, two of them had the backgrounds mutilated... The only one we saved was in Mary's camera.  I didn't want to go to Washington when the Warren Commission subpoenaed me... so the lawyer come down here and interviewed me at Parkland Hospital.",jfk,100.0,AN7,0,,0,,,3,AN1,0,,0,,,5,AN9,0,,0,,,3,47,non_manipulative
3819,85519215,"Person1: You have no idea what precipitated his behavior?
Person2: ... And now he's holding our people hostage down there...
Person1: The Enterprise can be at your position in two days, Admiral...
Person2: That's probably not a good idea. Your ship hasn't been fitted for this region; there are environmental concerns...
Person1: What kind of concerns?
Person2: We haven't fully identified the anomalies yet. They're calling this whole area The Briar Patch... it took us a day to reach a location where we could get a signal out to you. Just get me Data's schematics. I'll keep you informed.  Dougherty out.",0,"PICARD(m):You have no idea what precipitated his behavior? 
DOUGHERTY(m):... And now he's holding our people hostage down there... 
PICARD(m):The Enterprise can be at your position in two days, Admiral... 
DOUGHERTY(m):That's probably not a good idea. Your ship hasn't been fitted for this region; there are environmental concerns... 
PICARD(m):What kind of concerns? 
DOUGHERTY(m):We haven't fully identified the anomalies yet. They're calling this whole area The Briar Patch... it took us a day to reach a location where we could get a signal out to you. Just get me Data's schematics. I'll keep you informed.  Dougherty out.",star trek: insurrection,100.0,AN6,0,,0,,,4,AN17,0,,0,,,5,AN1,0,,0,,,4,48,non_manipulative
2306,85518873,"Person1: Oh, it's nothing... I better go, I'll talk to you later.
Person2: Ok, have fun there, you're so lucky you don't have any kids yet and you can go off to Japan... call me when you get back.
Person1: Ok, bye.",0,"CHARLOTTE(f):Oh, it's nothing... I better go, I'll talk to you later. 
LAUREN(?):Ok, have fun there, you're so lucky you don't have any kids yet and you can go off to Japan... call me when you get back. 
CHARLOTTE(f):Ok, bye.",lost in translation,100.0,AN7,0,,0,,,3,AN1,0,,0,,,4,AN9,0,,0,,,3,49,non_manipulative
